action_id,target_company,acquirer_company
1896,AXISBANK,AXISBANK
1897,AXISBANK,HDFCBANK
1898,TCS,SBIN
1899,HDFCBANK,RELIANCE
1900,INFY,AXISBANK
1901,SBIN,ICICIBANK
1902,AXISBANK,AXISBANK
1903,HDFCBANK,TCS
1904,AXISBANK,INFY
1905,AXISBANK,ICICIBANK
1906,SBIN,TCS
1907,AXISBANK,HDFCBANK
1908,SBIN,WIPRO
1909,SBIN,HDFCBANK
1910,SBIN,WIPRO
1911,RELIANCE,INFY
1912,ICICIBANK,INFY
1913,RELIANCE,ICICIBANK
1914,RELIANCE,SBIN
1915,INFY,RELIANCE
1916,SBIN,RELIANCE
1917,AXISBANK,SBIN
1918,ICICIBANK,AXISBANK
1919,WIPRO,TCS
1920,INFY,INFY
1921,SBIN,HDFCBANK
1922,AXISBANK,AXISBANK
1923,AXISBANK,SBIN
1924,TCS,AXISBANK
1925,HDFCBANK,AXISBANK
1926,ICICIBANK,AXISBANK
1927,AXISBANK,TCS
1928,TCS,AXISBANK
1929,WIPRO,ICICIBANK
1930,SBIN,HDFCBANK
1931,TCS,RELIANCE
1932,ICICIBANK,SBIN
1933,HDFCBANK,INFY
1934,ICICIBANK,INFY
1935,TCS,TCS
1936,INFY,TCS
1937,INFY,INFY
1938,ICICIBANK,INFY
1939,RELIANCE,TCS
1940,ICICIBANK,AXISBANK
1941,SBIN,HDFCBANK
1942,TCS,TCS
1943,RELIANCE,ICICIBANK
1944,SBIN,RELIANCE
1945,ICICIBANK,INFY
1946,SBIN,WIPRO
1947,AXISBANK,SBIN
1948,SBIN,ICICIBANK
1949,TCS,RELIANCE
1950,RELIANCE,WIPRO
1951,ICICIBANK,HDFCBANK
1952,WIPRO,ICICIBANK
1953,RELIANCE,TCS
1954,HDFCBANK,TCS
1955,RELIANCE,ICICIBANK
1956,INFY,RELIANCE
1957,SBIN,SBIN
1958,INFY,HDFCBANK
1959,HDFCBANK,SBIN
1960,HDFCBANK,HDFCBANK
1961,SBIN,TCS
1962,TCS,TCS
1963,INFY,INFY
1964,TCS,ICICIBANK
1965,ICICIBANK,INFY
1966,TCS,ICICIBANK
1967,AXISBANK,INFY
1968,WIPRO,ICICIBANK
1969,ICICIBANK,WIPRO
1970,AXISBANK,WIPRO
1971,INFY,INFY
1972,INFY,WIPRO
1973,RELIANCE,WIPRO
1974,AXISBANK,INFY
1975,SBIN,AXISBANK
1976,AXISBANK,ICICIBANK
1977,TCS,RELIANCE
1978,SBIN,SBIN
1979,TCS,ICICIBANK
1980,AXISBANK,SBIN
1981,ICICIBANK,TCS
1982,RELIANCE,RELIANCE
1983,TCS,WIPRO
1984,ICICIBANK,AXISBANK
1985,INFY,WIPRO
1986,RELIANCE,TCS
1987,AXISBANK,WIPRO
1988,HDFCBANK,AXISBANK
1989,HDFCBANK,ICICIBANK
1990,INFY,ICICIBANK
1991,ICICIBANK,HDFCBANK
1992,RELIANCE,HDFCBANK
1993,AXISBANK,SBIN
1994,ICICIBANK,AXISBANK
1995,TCS,HDFCBANK
1996,AXISBANK,AXISBANK
1997,INFY,SBIN
1998,AXISBANK,WIPRO
1999,SBIN,AXISBANK
2000,INFY,WIPRO
