action_id,dividend_amount,currency
2896,48.97,INR
2897,17.85,USD
2898,42.08,INR
2899,38.01,USD
2900,7.55,USD
2901,20.89,INR
2902,32.19,USD
2903,42.21,USD
2904,24.85,USD
2905,48.15,INR
2906,36.69,INR
2907,11.92,INR
2908,8.13,INR
2909,9.95,INR
2910,38.44,INR
2911,46.66,USD
2912,7.8,INR
2913,35.18,USD
2914,41.76,INR
2915,39.47,INR
2916,45.74,USD
2917,14.46,USD
2918,17.6,INR
2919,35.25,USD
2920,12.32,USD
2921,48.88,USD
2922,16.86,USD
2923,35.28,USD
2924,7.47,INR
2925,47.48,USD
2926,35.94,INR
2927,8.66,USD
2928,37.91,USD
2929,23.61,USD
2930,34.03,INR
2931,12.19,INR
2932,15.35,USD
2933,16.76,INR
2934,45.39,USD
2935,18.62,USD
2936,22.1,USD
2937,12.86,USD
2938,15.71,INR
2939,13.97,USD
2940,24.94,INR
2941,28.75,USD
2942,10.52,USD
2943,33.29,USD
2944,48.91,INR
2945,49.67,USD
2946,30.45,USD
2947,49.65,INR
2948,38.55,USD
2949,33.12,INR
2950,28.38,USD
2951,45.55,INR
2952,10.54,INR
2953,14.82,USD
2954,10.74,USD
2955,43.05,INR
2956,37.56,USD
2957,48.07,USD
2958,10.83,INR
2959,38.27,USD
2960,35.5,USD
2961,12.4,USD
2962,47.86,USD
2963,5.74,USD
2964,43.68,USD
2965,34.31,INR
2966,9.89,USD
2967,43.21,USD
2968,30.67,USD
2969,26.74,USD
2970,36.59,INR
2971,19.76,USD
2972,30.44,USD
2973,40.36,INR
2974,18.46,INR
2975,6.74,USD
2976,25.0,USD
2977,40.7,USD
2978,34.17,INR
2979,47.28,INR
2980,31.43,INR
2981,25.57,INR
2982,17.12,USD
2983,14.08,USD
2984,45.85,INR
2985,41.23,USD
2986,7.19,USD
2987,28.21,USD
2988,7.97,USD
2989,16.17,INR
2990,22.92,USD
2991,12.36,INR
2992,8.37,USD
2993,28.59,INR
2994,41.41,INR
2995,35.53,USD
2996,7.82,USD
2997,27.94,USD
2998,24.93,USD
2999,47.48,USD
3000,29.62,INR
3001,11.15,INR
3002,31.12,USD
3003,37.67,USD
3004,26.22,INR
3005,26.25,USD
3006,16.02,INR
3007,9.98,INR
3008,22.38,USD
3009,41.99,INR
3010,25.21,USD
3011,41.37,INR
3012,41.82,INR
3013,48.01,INR
3014,35.35,USD
3015,12.45,USD
3016,36.02,INR
3017,32.69,USD
3018,48.46,INR
3019,28.21,USD
3020,36.52,INR
3021,13.71,INR
3022,42.57,USD
3023,28.99,USD
3024,28.43,USD
3025,25.96,USD
3026,35.84,USD
3027,49.19,USD
3028,25.46,USD
3029,28.43,INR
3030,22.39,INR
3031,9.12,INR
3032,11.25,INR
3033,32.25,INR
3034,17.06,USD
3035,25.71,INR
3036,45.73,INR
3037,35.22,USD
3038,33.97,INR
3039,22.45,INR
3040,27.28,USD
3041,20.63,USD
3042,31.95,INR
3043,48.97,USD
3044,5.87,INR
3045,29.14,INR
3046,31.38,USD
3047,15.97,INR
3048,34.2,INR
3049,33.63,INR
3050,27.88,INR
3051,37.26,INR
3052,5.75,USD
3053,27.27,INR
3054,24.61,USD
3055,45.66,INR
3056,38.82,INR
3057,23.57,USD
3058,44.99,USD
3059,10.32,INR
3060,17.59,USD
3061,47.03,USD
3062,19.17,INR
3063,27.91,INR
3064,5.58,INR
3065,20.72,USD
3066,31.94,INR
3067,49.47,USD
3068,49.17,INR
3069,40.23,USD
3070,37.09,USD
3071,27.01,INR
3072,44.95,INR
3073,38.91,INR
3074,5.63,INR
3075,32.72,INR
3076,34.88,USD
3077,13.89,USD
3078,43.21,USD
3079,31.24,INR
3080,20.01,INR
3081,42.86,USD
3082,35.66,USD
3083,34.02,USD
3084,42.09,USD
3085,25.89,INR
3086,29.53,USD
3087,36.94,INR
3088,27.47,INR
3089,23.97,INR
3090,32.08,INR
3091,38.98,USD
3092,45.49,INR
3093,39.88,INR
3094,10.13,USD
3095,10.04,USD
3096,49.49,INR
3097,32.46,USD
3098,6.33,INR
3099,6.97,INR
3100,33.94,USD
3101,28.77,INR
3102,22.57,USD
3103,44.19,USD
3104,17.52,INR
3105,49.54,INR
3106,21.11,INR
3107,27.77,USD
3108,45.13,USD
3109,26.97,USD
3110,7.96,INR
3111,36.89,INR
3112,8.09,USD
3113,40.04,INR
3114,31.36,INR
3115,47.22,INR
3116,13.46,INR
3117,11.97,USD
3118,39.14,USD
3119,11.26,INR
3120,42.15,USD
3121,7.83,INR
3122,10.82,INR
3123,20.04,INR
3124,7.82,INR
3125,47.45,USD
3126,9.34,INR
3127,40.94,INR
3128,32.39,INR
3129,24.42,USD
3130,43.71,INR
3131,46.5,USD
3132,40.1,USD
3133,39.03,USD
3134,29.42,INR
3135,30.59,INR
3136,41.3,INR
3137,11.28,USD
3138,15.38,USD
3139,48.92,USD
3140,18.3,INR
3141,21.03,INR
3142,47.72,USD
3143,39.33,USD
3144,30.5,USD
3145,43.43,INR
3146,47.22,INR
3147,17.36,INR
3148,27.9,USD
3149,42.3,USD
3150,31.91,INR
3151,21.99,INR
3152,22.46,INR
3153,21.66,INR
3154,8.24,USD
3155,12.79,USD
3156,23.39,INR
3157,39.48,USD
3158,40.49,USD
3159,12.95,USD
3160,26.86,INR
3161,19.05,USD
3162,21.69,USD
3163,34.8,INR
3164,46.95,INR
3165,43.61,INR
3166,19.72,INR
3167,16.86,INR
3168,13.68,INR
3169,21.26,USD
3170,40.6,INR
3171,8.87,INR
3172,10.75,INR
3173,47.84,INR
3174,31.15,USD
3175,24.37,INR
3176,6.08,USD
3177,35.99,USD
3178,29.39,INR
3179,9.56,INR
3180,18.58,INR
3181,49.86,USD
3182,14.68,USD
3183,22.48,INR
3184,24.47,INR
3185,31.84,USD
3186,21.03,INR
3187,37.61,INR
3188,13.26,INR
3189,18.38,INR
3190,35.85,USD
3191,10.69,USD
3192,29.38,USD
3193,5.75,INR
3194,38.26,USD
3195,14.35,INR
3196,21.32,INR
3197,33.65,INR
3198,36.53,INR
3199,36.25,USD
3200,16.21,INR
3201,35.11,USD
3202,39.63,INR
3203,31.14,USD
3204,28.56,INR
3205,6.39,USD
3206,32.02,INR
3207,44.96,INR
3208,36.93,INR
3209,21.84,INR
3210,23.78,USD
3211,35.2,INR
3212,29.29,USD
3213,23.89,INR
3214,10.47,INR
3215,17.2,USD
3216,24.03,INR
3217,43.0,USD
3218,26.3,USD
3219,29.94,USD
3220,24.69,INR
3221,47.99,INR
3222,22.07,USD
3223,22.63,INR
3224,18.25,INR
3225,31.69,USD
3226,31.23,USD
3227,23.21,USD
3228,30.6,USD
3229,17.04,INR
3230,25.02,INR
3231,13.24,INR
3232,48.09,INR
3233,24.17,INR
3234,22.74,USD
3235,22.07,USD
3236,21.79,INR
3237,17.6,INR
3238,35.06,INR
3239,38.11,INR
3240,43.34,USD
3241,13.08,INR
3242,32.33,INR
3243,45.93,USD
3244,15.77,INR
3245,10.13,INR
3246,5.32,INR
3247,14.18,INR
3248,42.11,USD
3249,49.93,INR
3250,13.26,INR
3251,41.17,USD
3252,24.85,INR
3253,46.79,USD
3254,32.91,INR
3255,23.23,USD
3256,24.22,USD
3257,5.04,USD
3258,49.27,USD
3259,35.12,USD
3260,44.14,USD
3261,18.96,USD
3262,42.36,INR
3263,38.89,USD
3264,23.52,INR
3265,18.76,USD
3266,23.16,USD
3267,34.76,INR
3268,13.4,INR
3269,32.24,INR
3270,18.42,USD
3271,12.55,USD
3272,19.92,INR
3273,17.92,INR
3274,13.6,INR
3275,30.28,INR
3276,49.16,INR
3277,33.4,INR
3278,46.11,INR
3279,5.97,USD
3280,39.18,INR
3281,47.32,INR
3282,38.72,USD
3283,5.36,INR
3284,45.26,INR
3285,5.83,USD
3286,44.59,USD
3287,39.01,USD
3288,26.61,INR
3289,45.36,USD
3290,35.14,INR
3291,28.58,USD
3292,17.75,INR
3293,6.54,USD
3294,25.24,USD
3295,32.18,INR
3296,18.71,INR
3297,29.66,USD
3298,20.97,USD
3299,40.03,USD
3300,6.95,INR
3301,30.72,INR
3302,29.16,INR
3303,34.53,INR
3304,26.31,USD
3305,17.26,INR
3306,38.16,INR
3307,49.77,INR
3308,11.59,USD
3309,34.06,USD
3310,40.77,INR
3311,42.82,USD
3312,9.84,USD
3313,47.4,INR
3314,38.18,INR
3315,15.22,INR
3316,9.44,INR
3317,7.44,INR
3318,12.27,INR
3319,30.34,INR
3320,11.7,INR
3321,39.42,INR
3322,32.97,USD
3323,44.51,USD
3324,33.75,INR
3325,16.63,USD
3326,21.61,INR
3327,32.63,INR
3328,24.69,USD
3329,16.24,USD
3330,25.65,USD
3331,21.72,USD
3332,34.43,INR
3333,48.68,INR
3334,13.15,USD
3335,9.14,USD
3336,19.22,INR
3337,19.71,USD
3338,11.0,INR
3339,47.13,INR
3340,47.35,INR
3341,34.74,INR
3342,48.06,INR
3343,9.27,INR
3344,21.81,USD
3345,31.07,USD
3346,10.93,INR
3347,30.74,INR
3348,48.04,INR
3349,20.36,USD
3350,5.87,INR
3351,43.15,USD
3352,40.03,USD
3353,32.62,USD
3354,22.23,USD
3355,31.88,INR
3356,21.18,USD
3357,8.88,INR
3358,43.23,INR
3359,37.06,USD
3360,6.94,USD
3361,10.84,INR
3362,36.99,USD
3363,38.37,USD
3364,22.79,USD
3365,44.07,USD
3366,19.17,INR
3367,9.25,USD
3368,11.35,USD
3369,18.41,USD
3370,43.47,USD
3371,11.77,INR
3372,22.85,USD
3373,17.59,USD
3374,38.96,INR
3375,10.02,INR
3376,16.85,INR
3377,30.18,USD
3378,16.45,INR
3379,10.63,INR
3380,38.1,INR
3381,41.45,USD
3382,33.4,INR
3383,16.93,USD
3384,13.15,INR
3385,21.62,USD
3386,22.99,USD
3387,6.66,INR
3388,5.08,USD
3389,12.82,USD
3390,22.79,INR
3391,23.2,USD
3392,8.34,USD
3393,18.93,USD
3394,10.09,INR
3395,32.44,USD
3396,40.58,INR
3397,38.73,USD
3398,6.47,USD
3399,25.16,USD
3400,18.94,INR
3401,38.52,INR
3402,22.5,USD
3403,31.55,USD
3404,9.76,INR
3405,5.03,INR
3406,23.2,USD
3407,10.49,INR
3408,21.06,INR
3409,27.98,USD
3410,47.97,USD
3411,12.96,USD
3412,7.49,USD
3413,37.22,INR
3414,43.27,INR
3415,43.37,USD
3416,35.01,USD
3417,47.33,INR
3418,19.44,INR
3419,23.37,INR
3420,17.28,USD
3421,40.5,INR
3422,44.41,USD
3423,17.35,INR
3424,39.89,USD
3425,20.92,INR
3426,26.59,INR
3427,18.89,USD
3428,43.99,USD
3429,48.35,INR
3430,7.35,INR
3431,5.15,INR
3432,46.15,INR
3433,43.75,USD
3434,6.92,INR
3435,17.49,INR
3436,20.67,INR
3437,35.99,INR
3438,20.43,USD
3439,32.1,INR
3440,15.68,INR
3441,15.95,INR
3442,18.7,USD
3443,48.99,USD
3444,9.74,INR
3445,36.87,USD
3446,30.43,USD
3447,6.33,USD
3448,37.43,USD
3449,42.27,INR
3450,17.99,USD
3451,28.36,INR
3452,37.36,USD
3453,29.9,USD
3454,35.75,INR
3455,29.17,USD
3456,13.88,USD
3457,22.03,INR
3458,27.32,USD
3459,38.31,USD
3460,41.51,INR
3461,29.77,USD
3462,20.15,INR
3463,29.1,USD
3464,36.34,INR
3465,11.11,USD
3466,36.95,USD
3467,29.43,INR
3468,10.02,USD
3469,12.54,USD
3470,45.39,USD
3471,37.7,USD
3472,14.76,USD
3473,46.43,INR
3474,28.73,USD
3475,48.52,USD
3476,6.88,INR
3477,37.76,USD
3478,27.75,USD
3479,11.59,USD
3480,32.9,INR
3481,27.8,INR
3482,14.79,USD
3483,10.98,INR
3484,37.34,USD
3485,30.05,INR
3486,44.73,USD
3487,6.55,USD
3488,5.89,USD
3489,38.77,USD
3490,40.0,INR
3491,27.88,USD
3492,15.12,USD
3493,38.84,INR
3494,42.05,USD
3495,39.66,INR
3496,46.63,USD
3497,8.03,INR
3498,44.57,USD
3499,18.84,USD
3500,12.33,INR
3501,24.72,USD
3502,18.98,INR
3503,32.67,USD
3504,47.04,USD
3505,40.28,INR
3506,25.16,INR
3507,9.6,INR
3508,7.92,USD
3509,39.52,INR
3510,27.17,INR
3511,35.36,USD
3512,39.62,INR
3513,8.81,USD
3514,29.22,INR
3515,13.73,USD
3516,48.7,USD
3517,26.43,USD
3518,46.35,USD
3519,32.03,USD
3520,13.67,USD
3521,47.21,INR
3522,48.32,INR
3523,26.52,USD
3524,29.52,INR
3525,18.66,USD
3526,25.25,INR
3527,22.56,INR
3528,23.67,USD
3529,19.48,INR
3530,39.0,USD
3531,34.17,USD
3532,12.38,USD
3533,44.5,USD
3534,14.57,USD
3535,39.21,INR
3536,10.01,USD
3537,20.77,USD
3538,33.14,USD
3539,15.07,INR
3540,30.17,INR
3541,21.96,USD
3542,49.68,USD
3543,5.03,USD
3544,43.88,USD
3545,19.13,USD
3546,21.63,INR
3547,16.75,INR
3548,39.16,INR
3549,44.66,USD
3550,31.42,INR
3551,31.56,USD
3552,43.67,USD
3553,7.23,INR
3554,15.77,USD
3555,40.07,USD
3556,17.44,USD
3557,47.3,INR
3558,18.17,INR
3559,24.6,INR
3560,9.19,INR
3561,16.38,USD
3562,35.03,USD
3563,34.72,USD
3564,48.63,USD
3565,34.85,USD
3566,29.73,INR
3567,23.78,USD
3568,49.29,INR
3569,13.65,INR
3570,21.24,INR
3571,5.57,USD
3572,23.87,INR
3573,40.92,USD
3574,16.4,USD
3575,36.13,INR
3576,22.91,INR
3577,43.25,USD
3578,5.71,INR
3579,19.25,USD
3580,6.72,INR
3581,45.51,INR
3582,22.97,USD
3583,16.34,USD
3584,48.0,USD
3585,42.23,INR
3586,35.34,INR
3587,27.75,USD
3588,45.65,INR
3589,48.38,USD
3590,6.63,USD
3591,13.94,INR
3592,49.04,INR
3593,45.8,USD
3594,35.91,USD
3595,15.09,USD
3596,32.53,INR
3597,17.06,USD
3598,25.75,USD
3599,5.08,USD
3600,39.59,USD
3601,45.05,USD
3602,5.24,USD
3603,37.04,USD
3604,9.07,INR
3605,33.07,USD
3606,45.67,INR
3607,26.35,USD
3608,12.9,USD
3609,8.56,INR
3610,21.45,INR
3611,22.77,USD
3612,17.05,INR
3613,12.06,INR
3614,26.41,INR
3615,33.97,USD
3616,35.37,INR
3617,18.41,INR
3618,47.66,USD
3619,48.41,INR
3620,20.92,USD
3621,23.22,USD
3622,47.15,USD
3623,18.15,INR
3624,42.56,USD
3625,42.67,INR
3626,46.61,USD
3627,26.64,USD
3628,40.73,INR
3629,19.14,INR
3630,45.87,INR
3631,20.12,USD
3632,18.55,USD
3633,13.1,INR
3634,48.25,INR
3635,39.07,USD
3636,44.65,USD
3637,49.93,INR
3638,42.56,USD
3639,46.76,USD
3640,14.75,INR
3641,12.77,USD
3642,26.97,INR
3643,44.11,USD
3644,46.47,INR
3645,43.02,USD
3646,19.59,USD
3647,43.71,USD
3648,21.2,USD
3649,7.67,USD
3650,22.29,USD
3651,45.56,INR
3652,38.82,USD
3653,25.3,INR
3654,21.89,USD
3655,37.93,USD
3656,6.2,INR
3657,42.92,INR
3658,33.54,USD
3659,19.2,INR
3660,25.29,INR
3661,6.4,USD
3662,25.92,USD
3663,34.86,INR
3664,31.05,INR
3665,30.94,USD
3666,20.53,USD
3667,11.33,USD
3668,10.56,USD
3669,30.79,INR
3670,18.23,INR
3671,20.54,USD
3672,39.27,USD
3673,34.45,USD
3674,11.75,USD
3675,40.28,INR
3676,9.34,INR
3677,11.8,INR
3678,38.72,INR
3679,14.23,INR
3680,47.43,INR
3681,28.22,USD
3682,20.06,USD
3683,28.87,INR
3684,9.83,USD
3685,13.53,INR
3686,45.26,INR
3687,17.11,USD
3688,37.83,USD
3689,46.5,USD
3690,15.59,INR
3691,43.66,INR
3692,42.09,USD
3693,14.49,USD
3694,33.98,INR
3695,12.22,USD
3696,41.31,INR
3697,8.39,USD
3698,43.82,INR
3699,36.74,INR
3700,36.74,USD
3701,21.64,INR
3702,26.27,USD
3703,7.83,USD
3704,34.06,USD
3705,15.4,USD
3706,46.42,INR
3707,34.73,INR
3708,49.86,USD
3709,46.28,INR
3710,13.54,INR
3711,16.6,USD
3712,35.83,INR
3713,21.81,USD
3714,14.06,USD
3715,31.7,INR
3716,35.47,USD
3717,28.23,USD
3718,44.91,USD
3719,25.88,USD
3720,8.72,INR
3721,7.74,USD
3722,34.52,INR
3723,49.28,USD
3724,26.76,INR
3725,33.99,INR
3726,38.22,INR
3727,46.33,INR
3728,32.16,INR
3729,43.47,INR
3730,30.48,INR
3731,47.77,USD
3732,34.81,USD
3733,14.1,INR
3734,39.14,USD
3735,46.27,USD
3736,40.28,INR
3737,21.79,USD
3738,36.97,INR
3739,33.92,USD
3740,26.64,INR
3741,45.61,INR
3742,21.45,INR
3743,9.38,INR
3744,15.6,USD
3745,24.25,INR
3746,31.23,INR
3747,14.35,INR
3748,16.33,USD
3749,17.94,INR
3750,33.63,USD
3751,35.48,USD
3752,31.9,INR
3753,18.32,INR
3754,41.19,INR
3755,38.37,USD
3756,8.94,USD
3757,16.73,INR
3758,5.72,INR
3759,18.3,INR
3760,46.48,INR
3761,10.31,USD
3762,21.37,INR
3763,12.32,USD
3764,42.33,INR
3765,6.19,USD
3766,15.41,INR
3767,17.35,INR
3768,19.06,USD
3769,6.56,USD
3770,36.96,USD
3771,29.33,INR
3772,20.75,INR
3773,36.86,INR
3774,17.47,INR
3775,25.05,INR
3776,29.63,INR
3777,14.61,USD
3778,29.14,USD
3779,5.7,INR
3780,38.81,USD
3781,23.5,INR
3782,31.65,INR
3783,6.91,USD
3784,5.88,USD
3785,25.56,USD
3786,33.2,USD
3787,12.92,INR
3788,47.86,INR
3789,48.49,USD
3790,44.89,INR
3791,8.16,USD
3792,6.65,USD
3793,42.22,INR
3794,13.77,USD
3795,34.32,INR
3796,17.6,USD
3797,12.39,INR
3798,29.92,USD
3799,42.97,INR
3800,24.85,INR
3801,17.75,INR
3802,46.43,INR
3803,32.72,INR
3804,31.59,INR
3805,45.36,INR
3806,10.49,USD
3807,41.76,USD
3808,48.88,USD
3809,15.66,USD
3810,46.09,INR
3811,38.89,INR
3812,35.69,USD
3813,7.04,USD
3814,18.83,USD
3815,39.13,INR
3816,14.77,INR
3817,31.26,USD
3818,46.94,USD
3819,29.56,INR
3820,24.87,USD
3821,42.31,USD
3822,22.42,INR
3823,14.44,USD
3824,31.84,USD
3825,45.55,USD
3826,28.54,USD
3827,36.82,USD
3828,24.93,INR
3829,29.55,USD
3830,45.92,INR
3831,38.31,INR
3832,11.41,USD
3833,33.65,INR
3834,39.2,USD
3835,32.31,USD
3836,21.65,INR
3837,29.47,INR
3838,22.61,USD
3839,32.34,USD
3840,38.45,USD
3841,25.67,INR
3842,19.85,INR
3843,27.96,INR
3844,38.38,INR
3845,17.32,USD
3846,35.47,INR
3847,25.2,INR
3848,42.37,USD
3849,11.31,USD
3850,24.46,USD
3851,37.35,INR
3852,27.17,INR
3853,35.7,INR
3854,8.0,USD
3855,15.36,USD
3856,7.76,INR
3857,41.27,INR
3858,44.27,USD
3859,21.93,USD
3860,19.59,USD
3861,35.68,USD
3862,10.67,USD
3863,6.52,INR
3864,21.35,USD
3865,15.17,USD
3866,44.56,INR
3867,11.3,INR
3868,10.4,USD
3869,35.27,USD
3870,19.3,USD
3871,42.22,USD
3872,40.59,USD
3873,48.93,USD
3874,46.15,INR
3875,9.79,USD
3876,31.92,USD
3877,39.11,USD
3878,18.13,INR
3879,9.23,USD
3880,34.19,INR
3881,36.68,INR
3882,48.62,USD
3883,14.58,USD
3884,47.26,USD
3885,17.19,INR
3886,43.18,USD
3887,20.7,INR
3888,29.12,USD
3889,36.6,INR
3890,12.71,INR
3891,27.56,INR
3892,20.59,USD
3893,30.56,INR
3894,23.54,INR
3895,28.54,INR
3896,7.4,INR
3897,42.2,USD
3898,35.77,USD
3899,45.53,INR
3900,5.47,INR
3901,44.63,USD
3902,24.58,INR
3903,42.97,USD
3904,14.45,INR
3905,39.9,USD
3906,8.07,USD
3907,34.88,INR
3908,8.36,INR
3909,17.09,INR
3910,23.39,USD
3911,49.52,USD
3912,5.25,USD
3913,24.94,USD
3914,10.43,INR
3915,48.27,INR
3916,7.65,USD
3917,12.97,USD
3918,43.1,INR
3919,8.19,USD
3920,25.41,USD
3921,43.42,USD
3922,47.18,USD
3923,15.53,USD
3924,37.3,USD
3925,26.26,USD
3926,16.83,INR
3927,47.17,INR
3928,46.04,INR
3929,35.57,USD
3930,5.22,INR
3931,26.75,USD
3932,16.03,USD
3933,41.99,INR
3934,13.11,INR
3935,38.25,USD
3936,31.66,USD
3937,40.6,INR
3938,21.62,INR
3939,21.8,INR
3940,35.18,USD
3941,24.19,INR
3942,47.44,USD
3943,31.85,INR
3944,23.41,INR
3945,33.75,INR
3946,18.6,INR
3947,38.26,INR
3948,46.89,INR
3949,14.64,USD
3950,24.38,INR
3951,10.62,INR
3952,28.67,INR
3953,16.4,USD
3954,33.32,INR
3955,33.53,USD
3956,32.25,USD
3957,23.77,INR
3958,49.19,INR
3959,38.74,INR
3960,14.48,USD
3961,25.88,INR
3962,19.61,INR
3963,20.78,USD
3964,18.92,INR
3965,36.18,USD
3966,21.06,INR
3967,10.69,INR
3968,32.47,USD
3969,8.08,USD
3970,29.16,INR
3971,38.27,USD
3972,39.3,USD
3973,23.9,INR
3974,47.14,USD
3975,49.49,INR
3976,12.9,USD
3977,43.07,INR
3978,11.02,INR
3979,15.52,USD
3980,27.34,INR
3981,13.48,USD
3982,10.14,USD
3983,18.82,INR
3984,39.75,INR
3985,6.48,INR
3986,45.13,INR
3987,43.62,INR
3988,28.36,INR
3989,31.25,INR
3990,11.81,INR
3991,36.74,USD
3992,14.68,USD
3993,9.81,INR
3994,19.17,USD
3995,21.23,USD
3996,34.12,INR
3997,32.09,USD
3998,12.93,INR
3999,49.98,USD
4000,18.72,USD
4001,26.26,USD
4002,19.03,USD
4003,7.94,USD
4004,10.14,INR
4005,36.39,USD
4006,39.8,INR
4007,23.23,USD
4008,9.88,USD
4009,45.26,INR
4010,48.65,USD
4011,10.37,INR
4012,33.47,USD
4013,20.3,USD
4014,49.18,INR
4015,33.27,USD
4016,45.99,INR
4017,10.74,USD
4018,49.98,USD
4019,34.19,USD
4020,5.38,INR
4021,29.83,INR
4022,10.75,USD
4023,34.49,USD
4024,8.07,INR
4025,25.88,USD
4026,9.15,INR
4027,26.92,USD
4028,23.52,USD
4029,20.1,INR
4030,39.89,INR
4031,21.85,INR
4032,35.06,INR
4033,43.23,INR
4034,17.68,INR
4035,9.29,USD
4036,9.69,USD
4037,30.06,USD
4038,17.8,INR
4039,5.98,USD
4040,9.72,INR
4041,14.88,USD
4042,13.25,USD
4043,29.28,INR
4044,40.59,USD
4045,34.76,USD
4046,43.54,INR
4047,35.12,INR
4048,26.56,INR
4049,44.11,INR
4050,45.15,INR
4051,10.64,INR
4052,23.61,USD
4053,41.98,INR
4054,36.89,USD
4055,21.41,INR
4056,22.25,USD
4057,45.3,USD
4058,15.33,USD
4059,47.01,INR
4060,48.74,INR
4061,35.38,USD
4062,5.63,USD
4063,31.19,USD
4064,7.43,INR
4065,49.06,INR
4066,45.75,USD
4067,37.05,USD
4068,22.52,USD
4069,25.59,USD
4070,11.29,USD
4071,6.72,USD
4072,19.15,USD
4073,25.13,INR
4074,26.27,USD
4075,7.89,USD
4076,26.08,INR
4077,10.25,INR
4078,49.48,INR
4079,11.91,INR
4080,21.31,USD
4081,46.72,INR
4082,41.87,USD
4083,20.27,INR
4084,14.46,USD
4085,17.01,USD
4086,41.88,USD
4087,30.49,INR
4088,34.55,USD
4089,37.28,INR
4090,16.88,INR
4091,5.86,INR
4092,33.14,INR
4093,7.6,INR
4094,6.06,USD
4095,46.56,INR
4096,31.35,USD
4097,12.72,INR
4098,35.64,USD
4099,5.96,INR
4100,29.17,USD
4101,22.33,INR
4102,47.94,INR
4103,45.1,INR
4104,36.77,INR
4105,33.21,USD
4106,50.0,USD
4107,7.12,USD
4108,19.28,INR
4109,45.37,USD
4110,24.98,USD
4111,46.94,INR
4112,20.56,USD
4113,35.39,INR
4114,32.17,USD
4115,43.06,USD
4116,35.4,USD
4117,42.47,INR
4118,18.85,INR
4119,25.93,USD
4120,30.43,USD
4121,11.76,USD
4122,19.68,USD
4123,45.59,INR
4124,25.82,USD
4125,15.44,USD
4126,37.65,INR
4127,19.52,USD
4128,16.37,USD
4129,47.92,INR
4130,31.01,USD
4131,19.86,USD
4132,38.78,INR
4133,7.73,INR
4134,35.73,USD
4135,23.1,INR
4136,44.08,INR
4137,18.76,USD
4138,29.95,INR
4139,21.56,INR
4140,37.23,INR
4141,44.55,USD
4142,25.28,USD
4143,46.85,INR
4144,37.4,INR
4145,32.66,USD
4146,15.35,INR
4147,34.29,INR
4148,18.4,USD
4149,32.18,USD
4150,40.47,USD
4151,44.14,INR
4152,5.94,USD
4153,47.37,USD
4154,41.1,USD
4155,41.94,USD
4156,10.21,USD
4157,13.6,USD
4158,24.14,INR
4159,12.58,INR
4160,7.41,USD
4161,42.72,INR
4162,39.91,USD
4163,37.25,USD
4164,49.9,USD
4165,17.84,USD
4166,9.13,INR
4167,13.96,INR
4168,19.74,INR
4169,41.78,INR
4170,46.69,INR
4171,14.48,INR
4172,12.72,USD
4173,39.96,INR
4174,25.88,USD
4175,31.85,INR
4176,22.76,INR
4177,12.83,USD
4178,10.18,INR
4179,49.4,INR
4180,19.61,USD
4181,32.27,INR
4182,15.4,USD
4183,11.28,INR
4184,44.19,USD
4185,11.97,USD
4186,13.07,INR
4187,16.62,INR
4188,40.64,INR
4189,42.16,INR
4190,13.13,USD
4191,46.91,USD
4192,23.67,USD
4193,25.28,INR
4194,8.72,USD
4195,8.88,INR
4196,48.66,USD
4197,29.48,USD
4198,37.81,INR
4199,21.57,INR
4200,32.18,INR
4201,24.17,USD
4202,22.87,USD
4203,42.02,USD
4204,5.43,USD
4205,37.95,USD
4206,44.68,INR
4207,49.68,USD
4208,7.9,USD
4209,45.22,INR
4210,24.3,USD
4211,17.22,INR
4212,35.73,USD
4213,24.28,USD
4214,10.68,USD
4215,26.21,INR
4216,48.41,INR
4217,21.92,INR
4218,25.02,INR
4219,46.54,USD
4220,47.92,USD
4221,6.07,USD
4222,39.82,USD
4223,17.43,USD
4224,10.84,INR
4225,13.13,INR
4226,40.78,USD
4227,38.44,USD
4228,20.12,USD
4229,29.31,USD
4230,48.71,INR
4231,10.85,USD
4232,37.39,USD
4233,14.88,INR
4234,33.38,USD
4235,35.72,USD
4236,19.32,USD
4237,19.27,INR
4238,14.2,USD
4239,29.34,USD
4240,7.11,INR
4241,22.37,USD
4242,18.99,USD
4243,17.0,USD
4244,19.26,INR
4245,13.28,USD
4246,7.75,INR
4247,43.73,USD
4248,33.43,INR
4249,31.29,USD
4250,39.29,INR
4251,32.68,USD
4252,12.92,INR
4253,20.36,INR
4254,14.07,INR
4255,25.75,INR
4256,12.94,USD
4257,18.51,USD
4258,25.93,INR
4259,24.07,INR
4260,5.72,USD
4261,32.4,INR
4262,43.13,USD
4263,47.47,USD
4264,39.28,USD
4265,12.6,USD
4266,43.78,USD
4267,33.03,USD
4268,7.72,INR
4269,13.97,USD
4270,35.1,USD
4271,48.24,USD
4272,31.45,INR
4273,24.23,INR
4274,33.74,USD
4275,44.0,INR
4276,27.26,INR
4277,6.95,INR
4278,42.2,INR
4279,48.4,USD
4280,24.62,USD
4281,44.0,USD
4282,23.62,INR
4283,37.12,USD
4284,29.4,INR
4285,14.47,USD
4286,27.42,INR
4287,20.8,USD
4288,16.32,INR
4289,33.01,INR
4290,43.48,USD
4291,17.39,INR
4292,39.96,USD
4293,35.13,USD
